Site,Plot,reads_samp,Fire_Treatment,Tube,weight_mg,Sample_Type,Samplename_ITS,sample_num,barcode,OTU,count,resampled_count,resampled_date,kingdom,phylum,class,order,family,genus,species,n,score,SH_species,SH_gb_acc,SH_sh_acc,SH_type,identity,coverage,trophicMode,guild,confidenceRanking,growthForm,trait,notes,citationSource,unite_db_version,date_assigned,qbit_DNA_conc_ng_uL,guild2,exploration_type,Ecm_lineage,myco_reads,burn_reads,RA_samp,RA_total_reads,RA_total_Burn
NSMSEQCasWoo01,NSS03,11854,U,8,250.3,Soil,SMM0108,108,SMM0108-POW14852A8-AAGKYY3M5,ITSall_OTUa_2561,14,2,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,43,1,Glomus_sp,UDB082268,SH2724634.08FU,reps,0.842105263157895,0.957894736842105,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.001181035937236376,4.413897471467306e-5,1.2418944212328462e-4
NSMSEQCasWoo01,NSS03,11854,U,8,250.3,Soil,SMM0108,108,SMM0108-POW14852A8-AAGKYY3M5,ITSall_OTUa_1589,121,7,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,7,1,Thelephoraceae_sp,UDB016701,SH1159624.08FU,reps_singleton,0.995433789954338,1,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.010207524886114391,3.8148685289110285e-4,0.0010733516069226744
NSMSEQCasWoo01,NSS03,11854,U,8,250.3,Soil,SMM0108,108,SMM0108-POW14852A8-AAGKYY3M5,ITSall_OTUa_337,42,0,NA,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,2,1,Tomentella_sp,UDB016682,SH1159726.08FU,reps_singleton,0.904109589041096,0.990867579908676,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.0035431078117091276,1.3241692414401918e-4,3.725683263698539e-4
NSMSEQCasWoo01,NSS03,11854,U,8,250.3,Soil,SMM0108,108,SMM0108-POW14852A8-AAGKYY3M5,ITSall_OTUa_7,1168,98,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,15,1,Tomentella_sp,DQ377429,SH1502636.08FU,reps,0.932126696832579,0.995475113122172,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.0985321410494348,0.0036824516047670093,0.01036094774285689
NSMSEQCasWoo01,NSS03,11854,U,8,250.3,Soil,SMM0108,108,SMM0108-POW14852A8-AAGKYY3M5,ITSall_OTUa_985,2897,222,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA,1,1,Tylopilus_griseipurpureus,KM975484,SH1187267.08FU,reps_singleton,0.925795053003534,0.989399293286219,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Saprotroph-Wood Saprotroph,Probable,Boletoid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.24439007929812723,0.009133614982029132,0.02569834384508254
NSMSEQCasWoo01,NSS03,11854,U,8,250.3,Soil,SMM0108,108,SMM0108-POW14852A8-AAGKYY3M5,ITSall_OTUa_250,387,22,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,NA,NA,3,1,Tomentella_sp,AF461568,SH1502487.08FU,reps,0.903669724770642,0.972477064220184,Saprotroph-Symbiotroph,Ectomycorrhizal-Undefined Saprotroph,Probable,Clavarioid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.03264720769360553,0.001220127372469891,0.0034329510072650823
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_13,11,3,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,14,0.933333333333333,Laccaria_sp,GQ921752,SH1553078.08FU,reps,0.990243902439024,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,short-distance_delicate,/laccaria,317180,112731,0.028350515463917526,3.4680622990100256e-5,9.757741881115221e-5
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_85,15,1,Fri Mar 21 23:04:47 2025,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Ruhlandiella,NA,1,1,Ruhlandiella_sp,GU187839,SH1177497.08FU,reps_singleton,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,NULL,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,EctoMycorrhizal,short-distance_coarse,/terfezia-peziza_depressa,317180,112731,0.03865979381443299,4.729175862286399e-5,1.330601165606621e-4
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_696,128,18,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,Tomentella_hjortstamiana,1,1,Tomentella_hjortstamiana,UDB017783,SH2769562.08FU,refs_singleton,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Corticioid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,medium-distance_smooth,/tomentella-thelephora,317180,112731,0.32989690721649484,4.0355634024843935e-4,0.0011354463279843166
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_648,12,1,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,NA,NA,NA,NA,NA,2,1,Glomeromycota_sp,MG664508,SH3590356.08FU,reps,0.928571428571429,0.972222222222222,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.030927835051546393,3.783340689829119e-5,1.0644809324852969e-4
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_706,12,2,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA,3,0.6,Glomeromycota_sp,EU747844,SH1236117.08FU,reps_singleton,0.775,0.915,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.030927835051546393,3.783340689829119e-5,1.0644809324852969e-4
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUf_234,10,2,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,43,1,Glomus_sp,UDB0101045,SH1560422.08FU,reps,0.87434554973822,0.984293193717278,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.02577319587628866,3.1527839081909326e-5,8.870674437377474e-5
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_1135,27,3,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,11,1,Glomus_sp,KP756525,SH1169259.08FU,reps_singleton,0.929292929292929,0.98989898989899,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.06958762886597938,8.512516552115518e-5,2.395082098091918e-4
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_1666,11,0,NA,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,4,1,Glomus_sp,AJ699063,SH1142687.08FU,reps_singleton,0.935643564356436,0.98019801980198,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,112731,0.028350515463917526,3.4680622990100256e-5,9.757741881115221e-5
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUj_1031,106,16,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA,1,1,Scleroderma_sp,KC222780,SH1525916.08FU,reps,1,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Gasteroid,NULL,Common name - puffball,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,EctoMycorrhizal,long-distance,/pisolithus-scleroderma,317180,112731,0.27319587628865977,3.3419509426823885e-4,9.402914903620122e-4
NSMSEQCasWoo01,NSS04,388,U,3,251.3,Soil,SMM0103,103,SMM0103-POW14852A3-AAGKYY3M5,ITSall_OTUa_985,56,7,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,NA,NA,1,1,Tylopilus_griseipurpureus,KM975484,SH1187267.08FU,reps_singleton,0.925795053003534,0.989399293286219,Pathotroph-Saprotroph-Symbiotroph,Ectomycorrhizal-Fungal Parasite-Plant Saprotroph-Wood Saprotroph,Probable,Boletoid,NULL,Included due to manual confirmation,"Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,NA,NA,317180,112731,0.14432989690721648,1.7655589885869224e-4,4.967577684931385e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_2566,11,2,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA,1,1,Rhizophagus_sp,AY627803,SH1168492.08FU,reps_singleton,0.995215311004785,1,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.004493464052287581,3.4680622990100256e-5,5.3803148951572274e-5
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_13,308,73,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,NA,14,0.933333333333333,Laccaria_sp,GQ921752,SH1553078.08FU,reps,0.990243902439024,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,EctoMycorrhizal,short-distance_delicate,/laccaria,317180,204449,0.12581699346405228,9.710574437228072e-4,0.0015064881706440237
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_329,70,16,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,NA,1,1,Russula_sp,DQ388858,SH1569761.08FU,reps,0.987179487179487,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,contact,/russula-lactarius,317180,204449,0.028594771241830064,2.2069487357336527e-4,3.42383675146369e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_151,130,34,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA,2,1,Tomentella_sp,UDB003341,SH1502301.08FU,refs,0.981651376146789,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Corticioid,NULL,NULL,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,EctoMycorrhizal,medium-distance_smooth,/tomentella-thelephora,317180,204449,0.05310457516339869,4.098619080648212e-4,6.358553967003996e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUd_8863,19,7,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,12,1,Glomeraceae_sp,MT765399,SH3593612.08FU,reps,1,1,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.007761437908496732,5.990289425562772e-5,9.293271182544301e-5
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUf_2782,273,52,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,15,1,Glomeraceae_sp,MT765399,SH3593612.08FU,reps,0.975247524752475,1,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.11151960784313726,8.607100069361246e-4,0.0013352963330708393
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_6930,35,8,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,17,1,Glomeraceae_sp,MT765399,SH3593612.08FU,reps,0.980099502487562,1,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:17:18 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.014297385620915032,1.1034743678668263e-4,1.711918375731845e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUi_1393,22,7,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,13,1,Glomeraceae_sp,MT765399,SH3593612.08FU,reps,0.970149253731343,0.995024875621891,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.008986928104575163,6.936124598020051e-5,1.0760629790314455e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_1135,47,11,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,11,1,Glomus_sp,KP756525,SH1169259.08FU,reps_singleton,0.929292929292929,0.98989898989899,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.01919934640522876,1.4818084368497383e-4,2.2988618188399062e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_1666,15,7,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,NA,NA,4,1,Glomus_sp,AJ699063,SH1142687.08FU,reps_singleton,0.935643564356436,0.98019801980198,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.006127450980392157,4.729175862286399e-5,7.336793038850764e-5
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUb_42,123,25,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA,1,1,Glomeromycota_sp,KT378087,SH1529017.08FU,reps,0.959183673469388,0.979591836734694,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:44 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.05024509803921569,3.877924207074847e-4,6.016170291857627e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUe_3512,455,117,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,1,1,Inocybe_sp,KP013048,SH1527308.08FU,reps,0.95959595959596,0.98989898989899,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,Sensu stricto (Matheny 2009).,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:28:58 2021,NA,EctoMycorrhizal,short-distance_delicate,/inocybe,317180,204449,0.18586601307189543,0.0014345166782268742,0.0022254938884513987
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUh_930,189,38,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA,1,1,Glomeromycota_sp,KT378087,SH1529017.08FU,reps,0.954545454545455,0.97979797979798,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.07720588235294118,5.958761586480863e-4,9.244359228951964e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUa_1129,154,35,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Glomeromycetes,Glomerales,NA,NA,NA,17,1,Glomeromycota_sp,KY114665,SH2707600.08FU,reps,0.895238095238095,0.976190476190476,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,Microfungus,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:30:00 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.06290849673202614,4.855287218614036e-4,7.532440853220119e-4
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUm_4343,300,66,Fri Mar 21 23:04:47 2025,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,NA,2,1,Inocybe_sp,KP013048,SH1527308.08FU,reps,0.979487179487179,1,Symbiotroph,Ectomycorrhizal,Highly Probable,Agaricoid,NULL,Sensu stricto (Matheny 2009).,"Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Matheny PB. 2009. McIlvainea 18:11-21 ((https://namyco.org/docs/3_Matheny.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 15:55:31 2021,NA,EctoMycorrhizal,short-distance_delicate,/inocybe,317180,204449,0.12254901960784313,9.458351724572798e-4,0.001467358607770153
NSMSEQCasWoo01,NSS05,2448,B,2,251.9,Soil,SMM0102,102,SMM0102-POW14852A2-AAGKYY3M5,ITSall_OTUb_262,33,9,Fri Mar 21 23:04:47 2025,Fungi,Glomeromycota,Archaeosporomycetes,Archaeosporales,NA,NA,NA,1,1,Glomeromycota_sp,KY114688,SH2707625.08FU,reps,0.964285714285714,1,Symbiotroph,Arbuscular Mycorrhizal,Highly Probable,NULL,NULL,NULL,"Redecker D, et al. 2013. Mycorrhiza 23:515-531 ((https://doi.org/10.1007/s00572-013-0486-y))",sh_general_release_dynamic_s_10.05.2021,Thu Jul  8 14:29:16 2021,NA,Arbuscular Mycorrhizal,NA,NA,317180,204449,0.013480392156862746,1.0404186897030077e-4,1.6140944685471683e-4
